X,A,B,C,D
11969,0.3,0.46875,1.3,15
11970,0,0.46875,2.2,10
11971,0.3,0.375,2.3,0
11972,0.3,0.375,1.9,5
11973,0,0.375,1.8,0
11974,0.3,0.375,1.4,5
11975,0,0.375,0.3,10
11976,0.3,0.46875,0.1,0
11977,0,0.375,0.4,5
11978,0,0.375,0.4,0
11979,0.3,0.375,0.5,0
11980,0.3,0.375,0.6,0
11981,0.3,0.375,1,5
11982,0.3,0.375,1,0
11983,0.3,0.375,0.9,0
11984,0.3,0.375,0.8,0
11985,0.3,0.46875,0.3,5
11986,0.3,0.375,0.2,5
11987,0.3,0.375,0.3,0
11988,0.3,0.46875,0.2,0
11989,0.3,0.375,0.1,5
11990,0.3,0.375,0.3,0
11991,0,0.46875,0.2,0
11992,0.3,0.375,0.1,5
11993,0.3,0.375,0.1,0
11994,0.3,0.375,0.1,0
11995,0.3,0.46875,0.8,5
11996,0.3,0.46875,0.9,0
11997,0.3,0.375,0.8,0
11998,0.3,0.28125,0.9,0
11999,0,0.28125,1.4,5
12000,0.3,0.28125,2.4,10
12001,0.3,0.28125,2,5
12002,0.3,0.28125,1.2,10
12003,0.3,0.1875,1.3,0
12004,0,0.09375,1.1,0
12005,0,0.09375,0.6,5
12006,0.3,0,0.2,5
12007,0.3,0.09375,0.1,0
12008,0.3,0,0.4,5
12009,0.3,0,0.7,5
12010,0.3,-0.09375,0.1,5
12011,0.3,0,0,0
12012,0.3,0,0.7,5
12013,0.3,-0.09375,1.2,5
12014,0.3,-0.09375,1.2,0
12015,0.3,-0.09375,0.5,5
12016,0.3,-0.09375,0.1,5
12017,0,-0.09375,0.2,0
12018,0.3,-0.09375,0.8,5
12019,0,-0.1875,2,10
12020,0.3,-0.1875,2.4,5
12021,0.3,-0.09375,1,0
12022,0.3,-0.09375,1,0
12023,0.3,-0.09375,0.8,0
12024,0.3,-0.1875,0.5,5
12025,0.3,-0.09375,0.9,5
12026,0,-0.09375,1.5,5
12027,0.3,0,1.5,0
12028,0,-0.09375,1.1,5
12029,0.3,-0.09375,1.1,0
12030,0,0,1.1,0
12031,0.3,-0.09375,1,0
12032,0.3,-0.09375,0.6,5
12033,0,-0.09375,0.4,10
12034,0,-0.09375,0.8,5
12035,0.3,-0.1875,1.2,5
12036,0.3,-0.1875,1.5,5
12037,0.3,-0.1875,1.6,0
12038,0.3,-0.28125,1.6,0
12039,0.3,-0.28125,0.6,10
12040,0.3,-0.1875,0.2,5
12041,0.3,-0.28125,0.2,0
12042,0.3,-0.375,0.1,0
12043,0.3,-0.46875,0.2,0
12044,0.3,-0.375,0.2,0
12045,0.3,-0.375,0.1,0
12046,0.3,-0.375,0.2,0
12047,0.3,-0.46875,0,0
12048,0.3,-0.375,0.1,0
12049,0.3,-0.46875,0.5,5
12050,0,-0.46875,0.5,0
12051,0,-0.375,0.7,0
12052,0.3,-0.375,0.9,0
12053,0.3,-0.375,0.9,0
12054,0.3,-0.46875,0.2,5
12055,0.3,-0.46875,0.4,5
12056,0.3,-0.375,0.4,0
12057,0.3,-0.375,0.2,0
12058,0.3,-0.46875,0.1,5
12059,0.3,-0.46875,0.2,0
12060,0.3,-0.46875,0.3,0
12061,0.3,-0.46875,0.2,0
12062,0.3,-0.375,0.1,5
12063,0.3,-0.46875,0.6,5
12064,0.3,-0.46875,0.8,0
12065,0.3,-0.46875,0.5,5
12066,0.3,-0.375,0.3,10
12067,0.3,-0.46875,0.9,5
12068,0.3,-0.46875,1.9,10
12069,0.3,-0.46875,2.3,5
12070,0.3,-0.46875,2.2,0
12071,0.3,-0.46875,2.4,0
12072,7.8,-0.46875,2.4,0
12073,5.4,-1.0625,1.9,5
12074,5.4,-0.96875,1.7,0
12075,5.4,-1.0625,1.5,0
12076,5.1,-0.96875,1.5,0
12077,4.8,-0.96875,1.4,0
12078,0.9,-0.78125,1.4,0
12079,0,-0.65625,1.3,0
12080,0,-0.5625,1.2,0
12081,0.3,-0.5625,1,0
12082,0.3,-0.46875,0.7,5
12083,0.3,-0.46875,0.5,0
12084,0.3,-0.5625,0.5,0
12085,0,-0.65625,0.6,0
12086,0.3,-0.65625,0.4,0
12087,0.3,-0.46875,0,5
12088,0.6,-0.46875,0.9,10
12089,10.2,-1.15625,1.1,0
12090,15.3,-1.9375,1.4,5
12091,21,-2.9375,1,5
12092,21.3,-2.9375,0.6,5
12093,22.5,-3.125,0,5
12094,22.2,-3.21875,0,0
12095,22.2,-3.21875,0.4,5
12096,22.2,-3.125,0.9,5
12097,22.2,-3.21875,0.7,0
12098,22.5,-3.125,0.7,0
12099,22.5,-3.03125,0.7,0
12100,22.2,-3.03125,0.7,0
12101,22.2,-3.21875,0.7,0
12102,22.2,-3.125,0.7,0
12103,0.3,1.34375,190.2,165
12104,0.3,1.5625,172.5,175
12105,0.3,1.5625,153.6,190
12106,0.3,1.65625,134,195
12107,0,1.65625,115.6,185
12108,0.3,1.65625,98.3,175
12109,0.3,1.5625,80.2,180
12110,0.3,1.5625,60.9,195
12111,0.3,1.65625,41.7,190
12112,0,1.5625,21,205
12113,0.3,0.65625,6.6,10
12114,0.3,0.5625,7.3,5
12115,0,0.65625,9,15
12116,0.3,0.65625,11.3,25
12117,0.3,0.5625,11.8,0
12118,0.3,0.96875,350.5,85
12119,0.3,0.96875,341.4,90
12120,0.3,0.96875,330.8,105
12121,0.3,0.875,318.7,120
12122,0,1.0625,307.4,115
12123,0.3,0.96875,296.5,110
12124,0.3,1.0625,283.4,130
12125,0.3,0.96875,266.7,165
12126,0,1.0625,247.7,190
12127,0,1.0625,228.1,195
12128,0.3,1.0625,205.2,230
12129,0.3,1.0625,181.1,240
12130,0.3,1.15625,157,240
12131,0.3,1.0625,133.1,240
12132,0.3,0.875,114.1,190
12133,0,1.0625,94.5,195
12134,0.3,0.375,6.3,5
12135,0,0.28125,5.6,5
12136,0.3,0.1875,5,5
12137,0.3,0.375,4.7,5
12138,0.3,0,13.3,10
12139,0.3,0,10.3,0
12140,0.3,0,10.2,0
12141,0.3,-0.09375,9.9,5
12142,0,0.875,72.9,145
12143,0.3,0.96875,59.3,135
12144,0.3,1.15625,45.7,135
12145,0.3,1.25,33.2,125
12146,0.3,1.65625,15.5,90
12147,0.3,1.65625,6.8,85
12148,0.3,1.46875,1,80
12149,0,0.65625,410.1,0
12150,0,-0.09375,9.8,5
12151,0,0,9.9,0
12152,0,0,9.8,0
12153,0,-0.1875,10.7,0
12154,0,-0.09375,10.6,0
12155,0,0,10.1,5
12156,0,0,12.9,10
12157,0,0,11.9,10
12158,0,-0.09375,11.3,5
12159,0,-0.375,3.1,15
12160,0,-0.28125,6.6,35
12161,0,-0.1875,12.4,60
12162,0,0,19.5,70
12163,0,0,26.3,70
12164,0,-0.28125,32,55
12165,0,-0.375,32.5,35
12166,0,-0.375,36.2,35
12167,0,-0.375,40.2,40
12168,0.3,0.5625,10.7,10
12169,0.3,0.375,9.9,10
12170,0,0.875,9.6,5
12171,0,0.65625,9.7,0
12172,0.3,0.28125,11.7,5
12173,0.3,0.1875,11.2,5
12174,0.3,0.1875,10.9,5
12175,0.3,0.28125,10.4,5
12176,0.3,0.09375,11.1,5
12177,0.3,0.09375,10.7,5
12178,0.3,0.09375,10.5,0
12179,0.3,1.0625,280.4,140
12180,0.3,0.96875,295,145
12181,0.3,0.96875,309.6,145
12182,0.3,0.96875,323.4,140
12183,0.3,0.875,337.1,135
12184,0.3,0.78125,345.9,90
12185,0.3,0.875,347.7,0
12186,0.3,0.96875,345.7,20
12187,0.3,0.96875,341.8,40
12188,0.3,0.96875,331.5,105
12189,0.3,0.96875,309,225
12190,0.3,1.15625,281.6,275
12191,0.3,1.25,256.3,255
12192,0.3,1.46875,231.7,245
12193,0.3,1.65625,202.9,290
12194,0.3,1.84375,167.7,350
12195,0.3,2.15625,125.6,420
12196,0.3,2.15625,87.4,380
12197,0.3,2.25,58.3,290
12198,0.3,1.34375,186.7,20
12199,0.3,1.25,183.6,30
12200,0.3,1.65625,178.7,50
12201,0.3,1.75,171,75
12202,0.3,1.75,160.2,110
12203,0.3,1.84375,147,130
12204,0.3,1.75,132.6,145
12205,0.3,1.65625,117.6,150
12206,0.3,1.65625,100.9,165
12207,0.3,1.65625,82.9,180
12208,0.3,1.84375,64.6,185
12209,0.3,1.75,46.5,180
12210,5.1,-1.15625,124.2,255
12211,6,-1.15625,103.3,210
12212,6.9,-1.25,86.9,165
12213,7.8,-1.25,72,150
12214,0,0.1875,7.8,20
12215,0.3,0.28125,11.4,35
12216,0,0.28125,15.4,40
12217,0,0.09375,16.4,0
12218,0,0,11.6,5
12219,0,0,11.6,0
12220,0,0.09375,11.7,0
12221,0.3,0.09375,11.7,0
12222,0.3,-0.1875,8.2,0
12223,0.3,-0.28125,8.1,0
12224,0.3,-0.28125,8.2,0
12225,0.3,-0.375,8.9,5
12226,0.3,1.46875,223.5,110
12227,0.3,1.5625,212.4,110
12228,0.3,1.34375,203.2,90
12229,0.3,1.25,187.3,160
12230,0.3,1.34375,162.3,250
12231,0.3,1.34375,133.3,290
12232,0.3,1.46875,105.4,280
12233,0.3,1.5625,80.5,250
12234,0.3,1.5625,58.5,220
12235,0.3,0.28125,266.5,220
12236,0.3,0.28125,289.8,235
12237,0.3,0.09375,316.2,265
12238,0.3,0.1875,343.5,275
12239,0.3,0.1875,369,255
12240,0.3,0.28125,384.9,160
12241,0.3,0.5625,382.8,35
12242,0.3,0.875,361.9,210
12243,0.3,1.15625,328.3,335
12244,0.3,1.65625,292.3,360
12245,0.3,2.03125,257,355
12246,0.3,2.25,223.3,335
12247,0.3,2.25,191.2,320
12248,0.3,2.15625,158.7,325
12249,0.3,2.15625,126.6,320
12250,0.3,0.375,18,0
12251,0.3,0.375,17.9,0
12252,0.3,0.5625,15.7,0
12253,0.3,0.5625,15.6,0
12254,0.3,0.5625,15.4,0
12255,0.3,0.5625,15.3,0
12256,0.3,0.5625,8.9,0
12257,0.3,0.46875,8.9,0
12258,0.3,0.46875,9,0
12259,0.3,0.5625,9.6,5
12260,0.3,0.375,10,5
12261,0.6,-0.1875,41.5,85
12262,0.3,-0.09375,50.1,85
12263,0.3,0,55.9,60
12264,0.3,0.09375,61.6,55
12265,0.3,0.1875,71.5,100
12266,0.3,0.28125,88,165
12267,0.3,0.28125,109,210
12268,0.3,0.28125,131.1,220
12269,0.3,0.28125,158.5,275
12270,0.3,0.28125,190.1,315
12271,0.3,0.28125,217.9,280
12272,0.3,0.1875,241.8,240
12273,0.3,0.28125,264.1,225
12274,0.3,0.375,286.3,220
12275,0.3,0.5625,311.3,250
12276,0.3,0.5625,338.6,275
12277,0.3,0.46875,361.8,230
12278,0.3,0.65625,373.9,120
12279,0.3,0.78125,375,0
12280,0.3,0.96875,374,10
12281,0.3,0.96875,373.7,5
12282,0.3,1.15625,372.6,10
12283,0.3,1.0625,365.8,70
12284,0.3,1.34375,344.1,215
12285,0.3,1.5625,309.6,345
12286,0.3,1.65625,270,395
12287,0.3,2.03125,231,390
12288,0.3,1.75,195.4,355
12289,0.3,1.84375,164.8,305
12290,0.3,2.03125,140.2,275
12291,0.3,1.9375,114.3,260
12292,0.3,2.15625,87.3,270
12293,0.3,0.46875,170.7,255
12294,0.3,0.46875,201.2,305
12295,0.3,0.46875,234.5,335
12296,0.3,0.46875,266.2,315
12297,0.3,0.5625,295.4,290
12298,0.3,0.78125,324.5,290
12299,0.3,1.0625,356.1,315
12300,0.3,1.15625,389,330
12301,0.3,1.25,415.4,265
12302,0.3,1.34375,425.6,100
12303,0.3,1.65625,420.9,45
12304,0.3,1.84375,407,140
12305,0.3,1.84375,383.8,230
12306,0.3,1.84375,352.5,315
12307,0.3,1.9375,315.6,370
12308,0.3,2.03125,280.9,345
12309,0.3,2.03125,244.4,365
12310,0.3,2.03125,204.5,400
12311,0.3,2.03125,166.7,380
12312,0.3,2.03125,133,335
12313,0.3,1.9375,99.3,335
12314,0.3,0,13.2,10
12315,0.3,0,14.2,10
12316,0.3,0,15.2,10
12317,0.3,0,15.5,5
12318,0.3,0.375,10,0
12319,0.3,0.375,10,0
12320,0.3,0.46875,10,0
12321,0.3,0.46875,10,0
12322,0.3,0.09375,13.2,0
12323,0.3,0.09375,13.5,5
12324,0.3,0.09375,13.7,0
12325,0.3,0.1875,187.1,155
12326,0.3,0.5625,205.2,180
12327,0.3,0.46875,228.3,230
12328,0.3,0.375,252.8,245
12329,0.3,0.375,277,240
12330,0.3,0.46875,293.7,165
12331,0.3,0.875,304.6,110
12332,0.3,1.0625,308.7,40
12333,0.3,1.25,308.4,5
12334,0.3,1.34375,306.9,15
12335,0.3,1.5625,303.4,35
12336,0.3,1.84375,292.8,105
12337,0.3,1.75,270.3,225
12338,0.3,2.03125,240.4,300
12339,0.3,2.25,207,335
12340,0.3,2.25,167.3,395
12341,0.3,2.25,118.6,485
12342,0.3,2.25,71.4,470
12343,0.3,2.25,35.5,360
12344,0.3,2.03125,4,315
12345,0.3,0.1875,275.9,155
12346,0.3,0.46875,285.5,95
12347,0.3,0.65625,286.4,0
12348,0.3,0.78125,283.9,25
12349,0.3,0.96875,280,40
12350,0.3,1.15625,268.3,115
12351,0.3,1.34375,242.9,255
12352,0.3,1.46875,213.3,295
12353,0.3,1.34375,181.1,320
12354,0.3,1.34375,146.8,345
12355,0.3,1.34375,110.7,360
12356,0.3,1.34375,78.8,320
12357,0.3,1.25,60,190
12358,0.3,1.0625,40.3,195
12359,0.3,0.65625,10.7,0
12360,0.3,0.65625,10.7,0
12361,0.3,0.65625,10.7,0
12362,0.3,0.28125,11.3,15
12363,0.3,0.46875,11.1,0
12364,0.3,0.5625,10.8,5
12365,0.6,-0.46875,18.3,5
12366,0.6,-0.46875,18.3,0
12367,0.6,-0.375,18.2,0
12368,0.3,-0.46875,18.2,0
12369,0.3,0.78125,3.6,0
12370,0.3,0.78125,3.5,0
12371,0.3,0.875,3.4,0
12372,0.3,0.78125,3,5
12373,0.3,0.65625,2.6,5
12374,0.3,1.25,285.3,15
12375,0.3,1.5625,279.3,60
12376,0.3,1.65625,262.2,170
12377,0.3,1.75,235.2,270
12378,0.3,1.84375,206.8,285
12379,0.3,2.15625,177.1,295
12380,0.3,2.15625,145.1,320
12381,0.3,2.15625,109.2,360
12382,0.3,2.25,78.6,305
12383,0.3,2.15625,54.4,240
12384,0.3,2.15625,31.1,235
12385,0.3,2.03125,10.7,205
12386,0.3,-0.46875,5.4,0
12387,0.3,-0.375,5.3,0
12388,0.3,-0.375,5.3,0
12389,0.3,-0.46875,5.3,0
12390,0.3,-0.375,5.3,0
12391,0.3,-0.375,5.3,0
12392,0.3,-0.46875,5.2,0
12393,0.3,0.46875,288.5,10
12394,0.3,0.65625,288.4,0
12395,0.3,1.0625,288.1,5
12396,0.3,0.65625,284.2,40
12397,0.3,1.15625,270.2,140
12398,0.3,1.34375,244.4,260
12399,0.3,1.65625,217.4,270
12400,0.3,2.03125,190.2,270
12401,0.3,1.84375,161,290
12402,0.3,1.9375,129.5,315
12403,0.3,2.03125,94.8,345
12404,0.3,0.375,9.3,0
12405,0.3,0.5625,14,0
12406,0.3,0.5625,13.8,0
12407,0.3,0.5625,13.5,5
12408,0.3,0.46875,13.3,0
12409,0.3,0.65625,17.8,0
12410,0.3,0.78125,17.7,0
12411,0.3,0.78125,17.5,0
12412,0.3,1.46875,223.3,5
12413,0.3,1.46875,222.5,10
12414,0.3,1.75,220.9,15
12415,0.3,1.75,216.2,45
12416,0.3,1.84375,204.3,120
12417,0.3,1.75,184.9,195
12418,0.3,1.9375,161.9,230
12419,0.3,1.9375,142.1,220
12420,0.3,1.84375,121.5,185
12421,0.3,1.65625,104.9,165
12422,0.3,1.84375,88.2,165
12423,0.3,2.9375,71.6,185
12424,0.3,2.9375,49.7,200
12425,0.3,2.4375,31.8,180
12426,0.3,0,195.9,25
12427,0.3,0.09375,194.1,20
12428,0.3,0,192.8,15
12429,0.3,0.28125,189.7,30
12430,0.3,0.5625,183.6,60
12431,0.3,0.78125,172.5,110
12432,0.3,1.15625,155.3,170
12433,0.3,1.46875,133.4,220
12434,0.3,1.5625,111.7,215
12435,0.3,1.65625,92.6,190
12436,0.3,1.5625,72.9,195
12437,0.3,1.9375,95.7,35
12438,0.3,1.84375,89.9,60
12439,0.3,0.46875,137.1,270
12440,0.3,0,18.9,15
12441,0.3,0,17.2,15
12442,0.3,0.1875,13.3,15
12443,0.3,0.09375,13.4,0
12444,0.3,0.28125,12.8,5
12445,0.3,0.1875,12.3,5
12446,0.3,0,14.7,0
12447,0.3,0.09375,14.7,0
12448,0.3,0.1875,14.3,5
12449,0.3,0.09375,14.2,0
12450,0.3,-0.46875,1.8,0
12451,0.3,-0.375,1.8,0
12452,0.3,-0.375,1.9,0
12453,0.3,-0.375,1.8,0
12454,0.3,-0.28125,1.8,0
12455,0.3,-0.1875,1.7,0
12456,0.3,-0.28125,1.6,0
12457,0.3,-0.1875,1.6,0
12458,0.3,-0.1875,1.5,0
12459,0.3,-0.1875,1.3,0
12460,0.3,-0.1875,0.9,5
12461,0.3,-0.09375,0.3,5
12462,0.3,0,0.8,10
12463,0.3,0.28125,201.2,0
12464,0.3,0.5625,201.1,0
12465,0.3,0.78125,200.8,5
12466,0.3,0.96875,199.6,10
12467,0.3,1.25,197.2,25
12468,0.3,1.5625,192.5,45
12469,0.3,1.34375,182.6,100
12470,0.3,1.34375,166.4,160
12471,0.3,1.84375,146.8,195
12472,0.3,2.03125,126.9,200
12473,0.3,2.03125,107.1,200
12474,0.3,1.9375,87,200
12475,0.3,1.65625,195.5,15
12476,0.3,1.65625,192.8,25
12477,0.3,1.75,189.3,35
12478,0.3,1.9375,185.1,40
12479,0.3,1.84375,180.5,45
12480,0.3,1.9375,174.3,60
12481,0.3,2.25,164.7,95
12482,0.3,2.25,149.5,150
12483,0.3,2.25,129.4,200
12484,0,2.15625,107,225
12485,0.3,2.03125,85.9,210
12486,0.3,2.15625,66.7,190
12487,0.3,2.15625,48.2,185
12488,0.3,2.03125,29.9,185
12489,0.3,1.65625,101.9,0
12490,0.3,1.5625,101.5,5
12491,0.3,1.5625,101,5
12492,0.3,1.5625,100.2,10
12493,0.3,1.46875,98.8,15
12494,0.3,1.65625,96.4,25
12495,0.3,1.5625,92.7,35
12496,0.3,1.5625,87.5,50
12497,0.3,0,18.1,5
12498,0,0,16.5,15
12499,0.3,0.375,18.4,10
12500,0.3,0.46875,17.7,5
12501,0.3,0,22.9,0
12502,0,0,22.8,0
12503,0.3,2.9375,57.9,175
12504,0.3,2.53125,42.9,150
12505,0.3,2.4375,30.1,130
12506,0.3,2.25,19.4,105
12507,0,2.03125,9.6,100
12508,0.3,2.03125,1.4,80
12509,0.3,2.03125,170.2,10
12510,0.3,2.15625,169.1,10
12511,0.3,2.25,166.4,25
12512,0,2.15625,159.9,65
12513,0.3,2.03125,148.1,120
12514,0.3,1.9375,133,165
12515,0.3,2.15625,107.3,235
12516,0,2.25,85.2,220
12517,0.3,2.25,66.4,190
12518,0.3,1.9375,48.9,175
12519,0.3,1.75,31.3,175
12520,0.3,1.34375,13.2,180
12521,0.3,0.375,174.7,140
12522,0.3,0.5625,158,165
12523,0.3,0.65625,138.3,195
12524,0.3,0.78125,117.5,210
12525,0.3,0.65625,98,195
12526,0.3,0.78125,80.6,175
12527,0.3,0.09375,11.3,5
12528,0.3,0,11.5,0
12529,0.3,0.375,11,0
12530,0.3,0.28125,11.1,0
12531,0.3,-0.46875,14.4,0
12532,0,-0.375,14.4,0
12533,0.3,2.03125,183.6,300
12534,0,1.9375,151.2,325
12535,0,1.84375,118.2,330
12536,0.3,2.03125,89.2,290
12537,0.3,2.03125,67.1,220
12538,0,1.84375,46.4,205
12539,0.3,1.84375,27.1,195
12540,0.3,1.84375,7.9,190
12541,0.3,-0.375,0.1,0
12542,0.3,-0.46875,0.1,0
12543,0,-0.375,0.4,5
12544,0.3,-0.375,1.3,10
12545,0.3,-0.375,2.5,10
12546,0,0,147.9,0
12547,0.3,0.09375,147.3,5
12548,0.3,0.09375,145.8,15
12549,0.3,0.375,142.9,30
12550,0,0.65625,137.5,55
12551,0.3,0.875,129,85
12552,0.3,1.25,117.2,120
12553,0.3,1.5625,102.9,145
12554,0.3,1.5625,87.4,155
12555,0,1.65625,70.5,170
12556,0.3,1.65625,55.1,155
12557,0.3,1.65625,42.9,120
12558,0,1.5625,31.5,115
12559,0,2.4375,14.7,30
12560,0,2.4375,18,35
12561,0,2.25,20,20
12562,0,2.25,20.2,0
12563,0,2.25,20,0
12564,0.3,1.15625,18.5,15
12565,0.3,0.375,25.7,5
12566,0.3,0.375,24.2,15
12567,0,0.375,22.7,15
12568,0,2.53125,102.7,165
12569,0.3,2.53125,83.5,190
12570,0.3,2.625,64.4,190
12571,0,2.53125,47.5,170
12572,0,2.34375,32.9,145
12573,0,2.25,20.7,120
12574,0,2.03125,10.4,105
12575,0,1.65625,1.2,90
12576,17.1,-3.125,35.8,95
12577,11.4,-2.4375,50.8,150
12578,0.9,-1.46875,71.5,205
12579,0.6,-0.375,96.3,250
12580,0.3,-0.1875,118,215
12581,0.3,0,136.7,185
12582,0.3,0,157.3,205
12583,0.3,0,178,205
12584,0,0,200.1,220
12585,0,0.09375,221.2,210
12586,0,0.09375,238,170
12587,0,0.375,251.2,130
12588,0.3,0.5625,260.1,90
12589,0,1.25,265.4,55
12590,0,1.25,265.7,0
12591,0.3,1.34375,265.2,5
12592,0,1.5625,264.1,10
12593,0.3,1.84375,261,30
12594,0,2.15625,254.9,60
12595,0,2.15625,242.8,120
12596,0,2.34375,223.3,195
12597,0.3,2.4375,198.9,245
12598,0,2.625,170.7,280
12599,0.3,2.625,145.2,255
12600,0.3,2.53125,123.6,215
12601,0.3,2.25,102.9,205
12602,0.3,2.15625,82.2,205
12603,0,2.15625,61.2,210
12604,0.3,1.25,122.4,105
12605,0.3,1.34375,128.8,65
12606,0,1.34375,129,5
12607,0.3,1.34375,126.8,20
12608,0.3,1.46875,124.1,25
12609,0.3,1.5625,121,30
12610,0.3,1.65625,116.3,45
12611,0.3,1.65625,109.5,70
12612,0.3,0.28125,12.9,0
12613,0.3,0.375,13,0
12614,0.3,0.375,12.9,0
12615,0.3,-0.1875,11.5,0
12616,0.3,-0.1875,11.5,0
12617,0.3,-0.375,16.6,5
12618,0,-0.28125,16,5
12619,0,-0.46875,15.8,0
12620,0.3,1.75,212.2,135
12621,0.3,1.9375,189.3,230
12622,0.3,1.84375,161.7,275
12623,0.3,2.03125,139.2,250
12624,0.3,2.03125,114.3,225
12625,0,2.03125,92.8,215
12626,0.3,1.9375,74,210
12627,0.3,2.03125,54.2,200
12628,0.3,2.03125,36.7,175
12629,0.3,1.84375,20,165
12630,0,0.46875,282.9,10
12631,0.3,0.875,281.4,15
12632,0,0.96875,278.5,30
12633,0,1.5625,269.8,85
12634,0.3,1.46875,251.4,185
12635,0.3,1.65625,227.3,240
12636,0.3,1.84375,203.4,240
12637,0,1.9375,178,255
12638,0,2.25,151.9,260
12639,0,2.03125,125.8,260
12640,0,2.25,101.4,245
12641,0,2.25,79.8,215
12642,0,2.34375,56.5,235
12643,0,1.5625,91.3,60
12644,0.3,1.46875,91.7,10
12645,0.3,1.46875,91,5
12646,0,1.46875,90.7,5
12647,0.3,1.46875,90.1,5
12648,0.3,1.5625,87.6,25
12649,0.3,1.46875,74,135
12650,0.3,1.46875,72.9,10
12651,0.3,1.65625,72.7,0
12652,0,1.9375,72.6,0
12653,0.3,1.84375,72.5,0
12654,0,0.46875,16.3,25
12655,0,0.375,12.3,40
12656,0,0.09375,26.1,0
12657,0,1.75,136.4,200
12658,0,1.75,115.1,215
12659,0,1.9375,94.4,205
12660,0,1.84375,74.3,200
12661,0.3,1.9375,55.2,190
12662,0,1.9375,37.2,180
12663,0,1.9375,20.5,165
12664,0,1.84375,5.7,150
12665,0,1.75,170.1,240
12666,0,1.84375,145.1,250
12667,0,2.15625,120.8,245
12668,0,2.15625,96.8,240
12669,0,2.25,73.2,235
12670,0,2.15625,49.1,240
12671,0,2.03125,23.2,260
12672,0,2.15625,1.5,245
12673,0.3,-0.09375,14.2,10
12674,0,0.09375,10.4,0
12675,0.3,-0.375,16.8,5
12676,0.3,-0.1875,16.6,0
12677,0,-0.28125,16.3,5
12678,0.3,1.75,219.9,210
12679,0.3,1.9375,189.7,300
12680,0.3,2.03125,158.3,315
12681,0,2.03125,129.6,285
12682,0.3,2.03125,102,275
12683,0,1.9375,70.7,315
12684,0,2.03125,34.4,365
12685,0,1.9375,2.9,315
12686,0,1.9375,19.5,225
12687,0,-0.09375,213.9,225
12688,0,0,230.9,170
12689,0,0,237.8,70
12690,0,0.09375,237.1,10
12691,0,0.375,235,20
12692,0,0.875,231.2,40
12693,0,1.0625,221.8,95
12694,0,1.46875,205.9,160
12695,0,1.65625,183.9,220
12696,0,1.65625,159.3,245
12697,0,1.75,136.6,225
12698,0,1.9375,114.1,225
12699,0,2.15625,89.4,245
12700,0,2.15625,60.3,290
12701,0,0,28.9,5
12702,0,0,11.1,0
12703,0,0.28125,11,0
12704,0.3,0.375,11.3,0
12705,0,-0.09375,28.4,0
12706,0,-0.09375,28.1,5
12707,0,0,132.7,145
12708,0,0.1875,113.9,190
12709,0,0.375,96.9,170
12710,0,0.46875,82.1,150
12711,0,0.875,67.7,145
12712,0,1.0625,53.5,140
12713,0,2.71875,156.2,170
12714,0,2.71875,134.6,215
12715,0,2.84375,110.4,240
12716,0,2.71875,88.3,220
12717,0,2.4375,67.4,210
12718,0,2.34375,47.4,200
12719,0,2.15625,27.4,200
12720,0,2.03125,7.1,205
12721,0,1.75,13.9,210
12722,0,1.65625,34.7,210
12723,0,1.75,55.2,205
12724,0,1.75,72.2,170
12725,0.3,1.75,84.4,120
12726,0.3,1.65625,93.8,95
12727,0,1.65625,101.2,75
12728,0,1.5625,106.2,50
12729,0,1.65625,107.4,10
12730,0,1.46875,107.2,0
12731,0,1.34375,107.1,0
12732,0,1.46875,106.4,5
12733,0,1.5625,103.8,25
12734,0,1.5625,96.4,75
12735,0,1.5625,84.4,120
12736,0,1.46875,70.4,140
12737,0,1.65625,56.6,140
12738,0,1.65625,45.9,105
12739,0,1.75,37.7,80
12740,0,1.65625,31.6,60
12741,0,1.65625,26.8,50
12742,0,1.34375,22.1,45
12743,0,1.5625,17.8,45
12744,0,1.65625,15,30
12745,0,1.65625,13.6,15
12746,0,1.65625,12.7,10
12747,0,0.09375,16.7,0
12748,0,0.1875,16.8,0
12749,0,0.09375,16.6,0
12750,0,0,16.6,0
12751,0,0.5625,12.5,0
12752,0,0.65625,12.4,0
12753,0,0.5625,12.4,0
12754,0,0,20.3,0
12755,0,2.03125,83.6,195
12756,0,2.03125,64.7,190
12757,0,1.84375,47.7,170
12758,0,1.34375,32.5,150
12759,0.3,1.34375,18.1,145
12760,0,1.5625,3.4,145
12761,0,1.9375,180.3,110
12762,0,2.15625,162.5,180
12763,0,2.03125,139.2,235
12764,0,2.15625,114.8,245
12765,0,2.15625,93.1,215
12766,0,2.03125,74.5,185
12767,0,1.9375,56,185
12768,0,2.15625,37.3,185
12769,0,2.03125,16.6,205
12770,0.3,1.84375,6.7,235
12771,0,1.75,27.6,210
12772,0,1.65625,44.9,175
12773,0,1.34375,59.3,145
12774,0,1.65625,69.2,100
12775,0,1.65625,85.7,55
12776,0,1.65625,89.7,40
12777,0,1.65625,90.9,10
12778,0,1.5625,90.8,0
12779,0,1.5625,90.5,5
12780,0,1.46875,89.7,10
12781,0,1.5625,88.8,10
12782,0,1.65625,87.9,10
12783,0,1.5625,86.8,10
12784,1.5,-0.46875,103.1,15
12785,1.8,-0.5625,102.3,10
12786,2.4,-0.65625,101.4,10
12787,2.7,-0.78125,100.1,15
